Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;"Rating;";;;
Hail to the Chimp;PS3;2008;Misc;Gamecock;0.05;0;0;0;0.05;51;19;4.5;4;"T;";;;
Hajime no Ippo: The Fighting! (2014);PS3;2014;Sports;Namco Bandai Games;0;0;0.03;0;0.03;;;;;";";;;
Hakuoki: Reimeiroku Nagorigusa;PS3;2012;Action;Idea Factory;0;0;0.01;0;0.01;;;;;";";;;
Hakuoki: Stories of the Shinsengumi;PS3;2010;Adventure;Idea Factory;0.03;0;0.03;0.01;0.06;;;6.5;10;"M;";;;
Hakuouki: Shinsengumi Kitan;PS3;2011;Adventure;Unknown;0.01;0;0;0;0.01;;;;;";";;;
Handball 16;PS3;2015;Sports;Bigben Interactive;0;0.03;0;0;0.03;;;;;"E;";;;
Hannah Montana: The Movie;PS3;2009;Adventure;Disney Interactive Studios;0.14;0.06;0;0.03;0.23;;;3.4;17;"E;";;;
Happy Feet Two;PS3;2011;Action;Warner Bros. Interactive Entertainment;0.09;0;0;0.02;0.11;;;;;";";;;
Harry Potter and the Deathly Hallows - Part 1;PS3;2010;Action;Electronic Arts;0.13;0.2;0;0.07;0.39;38;27;2.8;23;"T;";;;
Harry Potter and the Deathly Hallows - Part 2;PS3;2011;Action;Electronic Arts;0.14;0.13;0;0.05;0.32;43;21;5.7;27;"T;";;;
Harry Potter and the Half-Blood Prince;PS3;2009;Action;Electronic Arts;0.15;0.12;0;0.05;0.33;66;35;7.1;17;"E10+;";;;
Harry Potter and the Order of the Phoenix;PS3;2007;Action;Electronic Arts;0.18;0.04;0;0.03;0.24;67;35;6.6;25;"E10+;";;;
Hasbro Family Game Night 3;PS3;2010;Misc;Electronic Arts;0.18;0.04;0;0.03;0.24;;;;;"E;";;;
Hatsune Miku: Project Diva f;PS3;2013;Misc;Sega;0.08;0;0.19;0.02;0.28;73;10;8.4;108;"T;";;;
Hatsune Miku: Project Diva F 2nd;PS3;2014;Misc;Sega;0.1;0.03;0.1;0.03;0.26;78;15;8.6;49;"T;";;;
Haze;PS3;2008;Shooter;Ubisoft;0.49;0.33;0.02;0.15;0.99;55;65;6.5;296;"M;";;;
Heartful Simulator Pachi-Slot: To Heart 2;PS3;2012;Action;Aqua Plus;0;0;0.01;0;0.01;;;;;";";;;
Heavenly Sword;PS3;2007;Action;Sony Computer Entertainment;0.57;0.72;0.06;0.29;1.65;79;64;8.3;545;"T;";;;
Heavy Fire: Afghanistan;PS3;2011;Shooter;Mastiff;0.17;0;0;0.02;0.18;39;5;3.3;16;"T;";;;
Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment;1.29;1.21;0.06;0.47;3.03;87;107;7.7;2775;"M;";;;
Hellboy: The Science of Evil;PS3;2008;Action;Konami Digital Entertainment;0.14;0.02;0;0.02;0.17;47;23;6.1;10;"T;";;;
Heroes over Europe;PS3;2009;Simulation;Ubisoft;0.12;0.02;0;0.02;0.16;62;34;7;16;"T;";;;
High Velocity Bowling;PS3;2010;Sports;Sony Computer Entertainment;0.13;0;0;0.01;0.15;66;14;8.1;23;"E10+;";;;
Higurashi no Naku Koro ni Iki;PS3;2015;Action;Kaga Create;0;0;0.01;0;0.01;;;;;";";;;
Hitman: Absolution;PS3;2012;Action;Square Enix;0.59;1.05;0.07;0.44;2.14;83;30;7.5;512;"M;";;;
Hitman: HD Trilogy;PS3;2013;Action;Square Enix;0.07;0.09;0;0.04;0.21;71;20;7.6;47;"M;";;;
Homefront;PS3;2011;Shooter;THQ;0.32;0.39;0.04;0.15;0.9;70;60;5.7;174;"M;";;;
Hot Shots Golf: Out of Bounds;PS3;2007;Sports;Sony Computer Entertainment;0.31;0.03;0.76;0.04;1.14;81;66;8.8;32;"E;";;;
Hot Shots Golf: World Invitational;PS3;2012;Sports;Sony Computer Entertainment;0;0;0.28;0;0.28;;;7.9;9;"E;";;;
How to Train Your Dragon;PS3;2010;Action;Activision;0.12;0.03;0;0.02;0.18;51;18;7;6;"E10+;";;;
How to Train Your Dragon 2;PS3;2014;Adventure;Little Orbit;0.03;0.06;0;0.02;0.1;;;;;"E10+;";;;
Hunted: The Demons Forge;PS3;2011;Action;Bethesda Softworks;0.12;0.08;0.02;0.03;0.25;57;34;6.2;70;"M;";;;
Hyperdimension Neptunia;PS3;2010;Role-Playing;Tecmo Koei;0.22;0.09;0.07;0.04;0.43;45;31;7;148;"T;";;;
Hyperdimension Neptunia mk2;PS3;2011;Action;Nippon Ichi Software;0;0.01;0;0;0.01;53;16;7.5;112;"M;";;;
Hyperdimension Neptunia Victory;PS3;2012;Role-Playing;Compile Heart;0.05;0.03;0.06;0.02;0.16;55;19;7.8;94;"T;";;;
Ice Age: Dawn of the Dinosaurs;PS3;2009;Action;Activision;0.13;0.03;0;0.02;0.19;67;23;7.3;7;"E10+;";;;
ICO;PS3;2011;Action;Sony Computer Entertainment;0;0;0.06;0;0.06;;;7.5;29;"T;";;;
IL-2 Sturmovik: Birds of Prey;PS3;2009;Simulation;505 Games;0.34;0.25;0;0.1;0.68;81;28;7.3;20;"T;";;;
Imabikisou;PS3;2007;Adventure;Sega;0;0;0.04;0;0.04;;;;;";";;;
inFAMOUS;PS3;2009;Action;Sony Computer Entertainment;1.76;0.68;0.12;0.37;2.93;85;98;8.3;1176;"T;";;;
inFAMOUS 2;PS3;2011;Action;Sony Computer Entertainment;1.05;0.47;0.08;0.22;1.82;83;90;8.4;935;"T;";;;
Infinite Stratos 2: Ignition Hearts;PS3;2014;Adventure;5p;0;0;0.03;0;0.03;;;;;";";;;
Infinite Stratos 2: Love and Purge;PS3;2015;Action;5p;0;0;0.01;0;0.01;;;;;";";;;
Initial D: Extreme Stage;PS3;2008;Racing;Sega;0;0;0.08;0;0.08;;;;;";";;;
Injustice: Gods Among Us;PS3;2013;Fighting;Warner Bros. Interactive Entertainment;0.49;0.5;0.01;0.2;1.19;78;37;7.9;283;"T;";;;
International Cricket 2010;PS3;2010;Sports;Codemasters;0;0.15;0;0.04;0.19;;;;;";";;;
Inversion;PS3;2012;Shooter;Namco Bandai Games;0.03;0.03;0;0.01;0.07;56;23;5.4;43;"M;";;;
Invizimals: The Lost Kingdom;PS3;2013;Action;Sony Computer Entertainment;0;0.02;0;0;0.02;50;16;5;14;"E10+;";;;
Iron Man;PS3;2008;Action;Sega;0.32;0.25;0;0.11;0.68;42;27;6.2;45;"T;";;;
Iron Man 2;PS3;2010;Action;Sega;0.14;0.18;0;0.07;0.39;41;28;5.2;36;"T;";;;
J Stars Victory Vs.;PS3;2014;Fighting;Namco Bandai Games;0.06;0.05;0.2;0.02;0.32;;;7.9;11;";";;;
James Bond 007: Blood Stone;PS3;2010;Shooter;Activision;0.18;0.36;0.02;0.13;0.7;65;49;7.4;46;"T;";;;
James Bond 007: Legends;PS3;2012;Shooter;Activision;0.11;0.16;0;0.07;0.34;;;;;";";;;
JASF: Janes Advanced Strike Fighters;PS3;2011;Simulation;Deep Silver;0.07;0.03;0;0.01;0.11;41;7;3.1;7;"T;";;;
Jikkyou Powerful Pro Baseball 2016;PS3;2016;Sports;Konami Digital Entertainment;0;0;0.12;0;0.12;;;;;";";;;
Jikkyou Powerful Pro Yakyuu 2010;PS3;2010;Sports;Konami Digital Entertainment;0;0;0.27;0;0.27;;;;;";";;;
Jikkyou Powerful Pro Yakyuu 2011;PS3;2011;Sports;Konami Digital Entertainment;0;0;0.26;0;0.26;;;;;";";;;
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban;PS3;2011;Sports;Konami Digital Entertainment;0;0;0.07;0;0.07;;;;;";";;;
Jikkyou Powerful Pro Yakyuu 2012;PS3;2012;Action;Konami Digital Entertainment;0;0;0.21;0;0.21;;;;;";";;;
Jikkyou Powerful Pro Yakyuu 2013;PS3;2013;Sports;Konami Digital Entertainment;0;0;0.26;0;0.26;;;;;";";;;
Jikkyou Powerful Pro Yakyuu 2014;PS3;2014;Sports;Konami Digital Entertainment;0;0;0.17;0;0.17;;;;;";";;;
Jimmie Johnsons Anything With an Engine;PS3;2011;Racing;Konami Digital Entertainment;0.07;0;0;0.01;0.08;67;5;6.8;4;"E10+;";;;
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu;PS3;2012;Action;Sega;0;0;0.06;0;0.06;;;;;";";;;
John Dalys ProStroke Golf;PS3;2010;Sports;O-Games;0.09;0.01;0;0.01;0.11;58;23;4.1;8;"E;";;;
Jojos Bizarre Adventure;PS3;2012;Fighting;Virgin Interactive;0;0.01;0;0;0.01;;;;;";";;;
JoJos Bizarre Adventure: All Star Battle;PS3;2013;Fighting;Namco Bandai Games;0.05;0.02;0.5;0.01;0.58;71;53;8.3;55;"T;";;;
JoJos Bizarre Adventure: Eyes of Heaven;PS3;2015;Fighting;Namco Bandai Games;0;0;0.03;0;0.03;;;;;";";;;
Jonah Lomu Rugby Challenge;PS3;2011;Sports;Home Entertainment Suppliers;0;0.19;0;0.06;0.25;64;6;;;"E;";;;
Journey;PS3;2012;Adventure;Sony Computer Entertainment Europe;0.04;0.13;0;0.04;0.21;92;78;8.8;1386;"E;";;;
Juiced 2: Hot Import Nights;PS3;2007;Racing;THQ;0.18;0.04;0.01;0.03;0.25;71;10;6.4;5;"T;";;;
Jurassic: The Hunted;PS3;2009;Shooter;Activision;0.17;0;0;0.02;0.19;;;4.5;4;"T;";;;
Just Cause 2;PS3;2010;Action;Square Enix;0.45;0.92;0.06;0.32;1.75;83;66;8;293;"M;";;;
Just Dance 2014;PS3;2013;Misc;Ubisoft;0.17;0.14;0;0.06;0.38;77;6;7.1;25;"E10+;";;;
Just Dance 2015;PS3;2014;Misc;Ubisoft;0.13;0.08;0;0.04;0.26;;;6.8;4;"E10+;";;;
Just Dance 2016;PS3;2015;Misc;Ubisoft;0.11;0.06;0;0.03;0.2;;;4.2;6;"E10+;";;;
Just Dance 2017;PS3;2016;Misc;Ubisoft;0.02;0.06;0;0.01;0.09;;;;;"E10+;";;;
Just Dance 3;PS3;2011;Misc;Ubisoft;0.33;0.2;0;0.09;0.63;75;5;6;7;"E10+;";;;
Just Dance 4;PS3;2012;Misc;Ubisoft;0.26;0.11;0;0.06;0.43;77;5;7.1;29;"E10+;";;;
Just Dance Kids 2;PS3;2011;Misc;Ubisoft;0.1;0.1;0;0.04;0.24;;;;;"E;";;;
Kamen Rider: Battride War;PS3;2013;Action;Namco Bandai Games;0;0;0.19;0;0.19;;;;;";";;;
Kamen Rider: Battride War Genesis;PS3;2016;Action;Namco Bandai Games;0;0;0.05;0;0.05;;;;;";";;;
Kamen Rider: Battride War II;PS3;2014;Action;Namco Bandai Games;0;0;0.1;0;0.1;;;;;";";;;
Kane & Lynch 2: Dog Days;PS3;2010;Shooter;Square Enix;0.17;0.27;0.05;0.1;0.59;;;;;";";;;
Kane & Lynch: Dead Men;PS3;2007;Shooter;Eidos Interactive;0.29;0.32;0.01;0.13;0.75;;;;;";";;;
Karaoke Revolution;PS3;2009;Misc;Konami Digital Entertainment;0.07;0.02;0;0.01;0.1;66;8;;;"T;";;;
Karaoke Revolution Presents American Idol Encore;PS3;2008;Misc;Konami Digital Entertainment;0.08;0;0;0.01;0.09;;;6.6;7;"E;";;;
Karaoke Revolution Presents American Idol Encore 2;PS3;2008;Misc;Konami Digital Entertainment;0.11;0;0;0.01;0.11;;;;;"E10+;";;;
Katamari Forever;PS3;2009;Puzzle;Namco Bandai Games;0.26;0.04;0.06;0.04;0.41;74;51;8.1;50;"E;";;;
Ken to Mahou to Gakuen Mono. 2G;PS3;2010;Role-Playing;Acquire;0;0;0.02;0;0.02;;;;;";";;;
Ken to Mahou to Gakuen Mono. 3;PS3;2010;Role-Playing;Acquire;0;0;0.07;0;0.07;;;;;";";;;
Kidou Senshi Gundam UC;PS3;2012;Action;Namco Bandai Games;0;0;0.1;0;0.1;;;;;";";;;
Kidou Senshi Gundam: Extreme VS;PS3;2011;Fighting;Namco Bandai Games;0;0;0.54;0;0.54;;;;;";";;;
Killer is Dead;PS3;2013;Action;Deep Silver;0.12;0.03;0.05;0.03;0.23;64;39;7.9;216;"M;";;;
Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment;1.4;1.06;0.08;0.47;3.01;91;94;8.1;1509;"M;";;;
Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment;1.46;0.86;0.09;0.38;2.78;84;85;7.9;945;"M;";;;
Kingdom Hearts;PS3;2013;Role-Playing;Square Enix;0.91;0.35;0.25;0.25;1.75;;;;;";";;;
Kingdom Hearts II;PS3;2014;Role-Playing;Square Enix;0.52;0.36;0.18;0.18;1.24;;;;;";";;;
Kingdoms of Amalur: Reckoning;PS3;2012;Role-Playing;Electronic Arts;0.37;0.29;0.09;0.11;0.85;81;34;7.6;376;"M;";;;
Knights Contract;PS3;2011;Action;Namco Bandai Games;0.04;0.03;0;0.01;0.08;51;37;6;8;"M;";;;
K-On! After School Live!! HD Ver.;PS3;2012;Action;Sega;0;0;0.03;0;0.03;;;;;";";;;
Kung Fu Panda;PS3;2008;Action;Activision;0.21;0.21;0;0.09;0.51;76;23;7.3;18;"E10+;";;;
Kung Fu Panda 2;PS3;2011;Action;THQ;0.04;0.04;0;0.01;0.09;;;;;";";;;
Kung Fu Panda: Showdown of Legendary Legends;PS3;2015;Action;Little Orbit;0;0.03;0;0;0.03;;;;;"E10+;";;;
Kung Fu Rider;PS3;2010;Action;Sony Computer Entertainment;0.06;0.09;0.01;0.03;0.2;36;45;3.7;21;"E10+;";;;
L.A. Noire;PS3;2011;Adventure;Take-Two Interactive;1.28;1.29;0.12;0.5;3.18;89;78;7.7;1017;"M;";;;
Lair;PS3;2007;Action;Sony Computer Entertainment;0.36;0.03;0.08;0.04;0.51;53;55;6.4;230;"T;";;;
Last Rebellion;PS3;2010;Role-Playing;Nippon Ichi Software;0.06;0.01;0.01;0.01;0.09;44;30;4.6;34;"T;";;;
Legasista;PS3;2012;Role-Playing;Nippon Ichi Software;0;0;0.04;0;0.04;68;13;6.3;15;"T;";;;
Legend of the Guardians: The Owls of GaHoole;PS3;2010;Action;Warner Bros. Interactive Entertainment;0.07;0.01;0;0.01;0.09;62;9;;;"E10+;";;;
Legendary;PS3;2008;Shooter;Atari;0.08;0.03;0;0.02;0.13;50;31;7.1;31;"M;";;;
Legends of WrestleMania;PS3;2009;Fighting;THQ;0.3;0.16;0;0.07;0.54;70;43;6.5;19;"T;";;;
LEGO Batman 2: DC Super Heroes;PS3;2012;Action;Warner Bros. Interactive Entertainment;0.5;0.51;0;0.2;1.2;81;28;7.5;81;"E10+;";;;
Lego Batman 3: Beyond Gotham;PS3;2014;Action;Warner Bros. Interactive Entertainment;0.33;0.3;0;0.13;0.76;;;6.7;11;"E10+;";;;
LEGO Batman: The Videogame;PS3;2008;Action;Warner Bros. Interactive Entertainment;0.72;0.39;0;0.19;1.3;75;24;7.7;33;"E10+;";;;
LEGO Dimensions;PS3;2015;Action;Warner Bros. Interactive Entertainment;0.2;0.34;0;0.1;0.64;;;6.4;18;";";;;
LEGO Harry Potter: Years 1-4;PS3;2010;Action;Warner Bros. Interactive Entertainment;0.55;0.56;0;0.21;1.32;79;42;8;52;"E10+;";;;
LEGO Harry Potter: Years 5-7;PS3;2011;Action;Warner Bros. Interactive Entertainment;0.36;0.41;0;0.15;0.92;76;27;8.3;48;"E10+;";;;
LEGO Indiana Jones 2: The Adventure Continues;PS3;2009;Action;Activision;0.47;0.29;0;0.13;0.89;70;25;7.1;16;"E10+;";;;
LEGO Indiana Jones: The Original Adventures;PS3;2008;Action;Activision;0.44;0.42;0;0.17;1.03;77;36;7.7;30;"E10+;";;;
LEGO Jurassic World;PS3;2015;Action;Warner Bros. Interactive Entertainment;0.35;0.39;0;0.15;0.89;;;7.4;14;"E10+;";;;
LEGO Marvel Super Heroes;PS3;2013;Action;Warner Bros. Interactive Entertainment;0.77;0.79;0.01;0.3;1.87;82;22;7.8;77;"E10+;";;;
LEGO Marvels Avengers;PS3;2016;Action;Warner Bros. Interactive Entertainment;0.12;0.14;0;0.05;0.32;;;6;9;"E10+;";;;
LEGO Pirates of the Caribbean: The Video Game;PS3;2011;Action;Disney Interactive Studios;0.36;0.43;0;0.16;0.95;73;42;7.1;34;"E10+;";;;
LEGO Rock Band;PS3;2009;Misc;Warner Bros. Interactive Entertainment;0.24;0.12;0;0.06;0.42;75;36;7.6;18;"E10+;";;;
LEGO Star Wars III: The Clone Wars;PS3;2011;Action;LucasArts;0.52;0.46;0;0.19;1.16;76;36;7.3;34;"E10+;";;;
LEGO Star Wars: The Complete Saga;PS3;2007;Action;LucasArts;1.02;0.91;0;0.36;2.29;80;18;6.7;87;"E10+;";;;
Lego Star Wars: The Force Awakens;PS3;2016;Action;Warner Bros. Interactive Entertainment;0.06;0.14;0;0.04;0.24;;;;;"E10+;";;;
LEGO The Hobbit;PS3;2014;Action;Warner Bros. Interactive Entertainment;0.12;0.27;0;0.07;0.46;;;7;10;"E10+;";;;
LEGO The Lord of the Rings;PS3;2012;Action;Warner Bros. Interactive Entertainment;0.37;0.49;0;0.19;1.05;82;16;8.3;85;"E10+;";;;
Leisure Suit Larry: Box Office Bust;PS3;2009;Adventure;Codemasters;0.06;0.03;0;0.01;0.1;17;11;1.7;37;"M;";;;
Lets Dance with Mel;PS3;2011;Sports;Black Bean Games;0;0.02;0;0;0.02;;;;;";";;;
Lightning Returns: Final Fantasy XIII;PS3;2013;Role-Playing;Square Enix;0.31;0.2;0.45;0.11;1.07;66;62;5.9;556;"T;";;;
Little League World Series Baseball 2010;PS3;2010;Sports;Activision;0.07;0;0;0.01;0.08;61;4;;;"E;";;;
LittleBigPlanet;PS3;2008;Platform;Sony Computer Entertainment;2.8;1.98;0.17;0.87;5.82;95;85;6.8;5319;"E;";;;
LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment;1.83;1.05;0.06;0.46;3.4;91;86;8.4;660;"E;";;;
LittleBigPlanet 3;PS3;2014;Platform;Sony Computer Entertainment;0.2;0.33;0.01;0.1;0.64;;;7.2;64;"E;";;;
LittleBigPlanet Karting;PS3;2012;Action;Sony Computer Entertainment;0.42;0.3;0.01;0.15;0.87;73;69;6.9;159;"E;";;;
Lollipop Chainsaw;PS3;2012;Action;Warner Bros. Interactive Entertainment;0.27;0.2;0.11;0.08;0.66;67;37;7.1;199;"M;";;;
London 2012: The Official Video Game of the Olympic Games;PS3;2012;Sports;Sega;0.06;0.48;0;0.14;0.67;;;;;";";;;
Lost Dimension;PS3;2014;Role-Playing;Nippon Ichi Software;0.05;0.01;0;0.01;0.08;71;18;7.3;28;"T;";;;
Lost Planet 2;PS3;2010;Shooter;Capcom;0.29;0.33;0.2;0.13;0.95;68;56;6.9;62;"T;";;;
Lost Planet 3;PS3;2013;Shooter;Capcom;0.07;0.05;0.06;0.02;0.21;61;30;5.5;102;"T;";;;
Lost Planet: Extreme Condition;PS3;2008;Shooter;Capcom;0.31;0.17;0.07;0.08;0.64;67;34;7;36;"T;";;;
Lost: Via Domus;PS3;2008;Action;Ubisoft;0.19;0.22;0;0.09;0.5;54;30;6.7;29;"T;";;;
Love Once: Mermaids Tears;PS3;2011;Adventure;Unknown;0;0;0.02;0;0.02;;;;;";";;;
Lucha Libre AAA: Heroes del Ring;PS3;2010;Fighting;Konami Digital Entertainment;0.1;0;0;0.01;0.11;54;6;7.4;11;"T;";;;
Machi-ing Maker 4;PS3;2011;Strategy;D3Publisher;0;0;0.02;0;0.02;;;;;";";;;
Macross 30: Ginga o Tsunagu Utagoe;PS3;2013;Shooter;Namco Bandai Games;0;0;0.1;0;0.1;;;;;";";;;
Madagascar: Escape 2 Africa;PS3;2008;Action;Activision;0.12;0.08;0;0.03;0.23;58;13;6.8;4;"E10+;";;;
Madden NFL 07;PS3;2006;Sports;Electronic Arts;0.47;0;0.01;0.04;0.52;76;25;4.2;22;"E;";;;
Madden NFL 08;PS3;2007;Sports;Electronic Arts;0.89;0.01;0;0.08;0.97;81;31;5.3;33;"E;";;;
Madden NFL 09;PS3;2008;Sports;Electronic Arts;1.56;0.14;0;0.18;1.88;85;38;4.4;132;"E;";;;
Madden NFL 10;PS3;2009;Sports;Electronic Arts;2.03;0.13;0;0.21;2.37;85;41;6.8;58;"E;";;;
Madden NFL 11;PS3;2010;Sports;Electronic Arts;2.05;0.15;0;0.2;2.39;83;36;6.1;68;"E;";;;
Madden NFL 12;PS3;2011;Sports;Electronic Arts;1.93;0.15;0;0.17;2.25;79;31;5.5;56;"E;";;;
Madden NFL 13;PS3;2012;Sports;Electronic Arts;2.12;0.22;0;0.23;2.57;83;22;5.5;101;"E;";;;
Madden NFL 13;PS3;2012;Sports;Electronic Arts;0;0.01;0;0;0.01;83;22;5.5;101;"E;";;;
Madden NFL 15;PS3;2014;Sports;Electronic Arts;1.1;0.11;0;0.27;1.48;;;2.7;13;"E;";;;
Madden NFL 16;PS3;2015;Sports;Electronic Arts;0.58;0.07;0;0.15;0.8;;;3.1;18;"E;";;;
Madden NFL 17;PS3;2016;Sports;Electronic Arts;0.1;0.04;0;0.03;0.17;;;0.2;5;"E;";;;
Madden NFL 25;PS3;2013;Sports;Electronic Arts;1.6;0.03;0;0.24;1.87;76;19;4.1;91;"E;";;;
Mafia II;PS3;2010;Action;Take-Two Interactive;0.5;0.69;0.04;0.26;1.49;75;61;7.7;299;"M;";;;
MAG: Massive Action Game;PS3;2010;Shooter;Sony Computer Entertainment;0.77;0.29;0.09;0.16;1.31;;;;;";";;;
Magus;PS3;2014;Role-Playing;Aksys Games;0.01;0;0;0;0.01;32;8;4.7;15;"T;";;;
Mahjong Kakutou Club: Zenkoku Taisenban;PS3;2006;Misc;Konami Digital Entertainment;0;0;0.03;0;0.03;;;;;";";;;
Mahjong Taikai IV;PS3;2006;Misc;Tecmo Koei;0;0;0.01;0;0.01;;;;;";";;;
Majin and the Forsaken Kingdom;PS3;2010;Adventure;Namco Bandai Games;0.09;0.13;0.01;0.05;0.29;72;49;7.9;35;"T;";;;
Major League Baseball 2K10;PS3;2010;Sports;Take-Two Interactive;0.17;0;0;0.01;0.19;74;19;5.3;4;"E;";;;
Major League Baseball 2K11;PS3;2011;Sports;Take-Two Interactive;0.15;0.03;0;0.02;0.2;72;13;6.3;9;"E;";;;
Major League Baseball 2K12;PS3;2012;Sports;Take-Two Interactive;0.18;0;0;0.02;0.19;68;8;4.4;5;"E;";;;
Major League Baseball 2K13;PS3;2013;Sports;Take-Two Interactive;0.14;0;0;0.02;0.15;;;;;";";;;
Major League Baseball 2K7;PS3;2007;Sports;Spike;0.23;0;0;0.02;0.25;74;19;4.7;7;"E;";;;
Major League Baseball 2K8;PS3;2008;Sports;Bethesda Softworks;0.28;0;0;0.03;0.31;67;23;5.6;8;"E;";;;
Major League Baseball 2K9;PS3;2009;Sports;Spike;0.16;0;0;0.01;0.17;61;19;4;6;"E;";;;
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita;PS3;2009;Role-Playing;Nippon Ichi Software;0;0;0.01;0;0.01;;;;;";";;;
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita;PS3;2011;Strategy;Nippon Ichi Software;0;0;0.03;0;0.03;;;;;";";;;
Man vs. Wild;PS3;2010;Action;Abylight;0.07;0;0;0.01;0.08;;;;;";";;;
Marvel Super Hero Squad: Comic Combat;PS3;2011;Action;THQ;0.11;0.05;0;0.03;0.19;;;;;"E10+;";;;
Marvel Super Hero Squad: The Infinity Gauntlet;PS3;2010;Action;THQ;0.12;0.03;0;0.02;0.17;54;6;;;"E10+;";;;
Marvel vs. Capcom 3: Fate of Two Worlds;PS3;2011;Fighting;Capcom;0.81;0.28;0.11;0.14;1.34;84;56;7.3;149;"T;";;;
Marvel: Ultimate Alliance;PS3;2006;Role-Playing;Activision;0.33;0.02;0;0.03;0.38;78;35;7.6;49;"T;";;;
Marvel: Ultimate Alliance 2;PS3;2009;Role-Playing;Activision;0.49;0.15;0;0.09;0.73;74;48;7.3;51;"T;";;;
Mass Effect 2;PS3;2011;Role-Playing;Electronic Arts;0.78;0.45;0.03;0.19;1.45;94;62;8.5;1087;"M;";;;
Mass Effect 3;PS3;2012;Role-Playing;Electronic Arts;0.63;0.57;0.03;0.2;1.43;93;30;5.6;1855;"M;";;;
Mass Effect Trilogy;PS3;2012;Action;Electronic Arts;0.37;0;0;0.06;0.43;;;8.7;63;"M;";;;
Max Payne 3;PS3;2012;Shooter;Take-Two Interactive;0.59;0.89;0.06;0.3;1.85;87;31;7.8;792;"M;";;;
Mayhem 3D;PS3;2011;Racing;Evolved Games;0.05;0;0;0.01;0.06;53;5;;;"E10+;";;;
Mechanic Escape;PS3;2012;Platform;D3Publisher;0;0;0.04;0;0.04;;;;;";";;;
Medal of Honor;PS3;2010;Shooter;Electronic Arts;1.28;1.04;0.07;0.42;2.81;75;56;7.5;285;"M;";;;
Medal of Honor: Airborne;PS3;2007;Shooter;Electronic Arts;0.25;0.69;0.03;0.25;1.21;75;16;7.6;40;"T;";;;
Medal of Honor: Warfighter;PS3;2012;Action;Electronic Arts;0.48;0.62;0.06;0.26;1.42;55;22;5.9;250;"M;";;;
Medieval Moves: Deadmunds Quest;PS3;2011;Action;Sony Computer Entertainment;0.13;0.11;0;0.04;0.28;61;41;6.5;17;"E10+;";;;
Megamind: Ultimate Showdown;PS3;2010;Action;THQ;0.07;0.05;0;0.02;0.15;43;5;4.2;6;"E10+;";;;
Mercenaries 2: World in Flames;PS3;2008;Shooter;Electronic Arts;0.29;0.39;0.02;0.16;0.87;72;43;7.1;73;"T;";;;
Metal Gear Rising: Revengeance;PS3;2013;Action;Konami Digital Entertainment;0.46;0.37;0.44;0.16;1.42;80;61;7.9;752;"M;";;;
Metal Gear Solid 4: Guns of the Patriots;PS3;2008;Action;Konami Digital Entertainment;2.63;1.71;0.83;0.82;5.99;94;82;8.7;3575;"M;";;;
Metal Gear Solid HD Edition;PS3;2011;Action;Konami Digital Entertainment;0;0;0.1;0;0.1;;;;;";";;;
Metal Gear Solid V: Ground Zeroes;PS3;2014;Action;Konami Digital Entertainment;0.14;0.12;0.28;0.05;0.59;66;5;5.9;244;"M;";;;
Metal Gear Solid V: The Phantom Pain;PS3;2015;Action;Konami Digital Entertainment;0.22;0.13;0.23;0.07;0.65;;;7.2;175;"M;";;;
Metal Gear Solid: Peace Walker HD Edition;PS3;2011;Action;Konami Digital Entertainment;0;0;0.15;0;0.15;;;8;61;"T;";;;
Metal Gear Solid: The Legacy Collection;PS3;2013;Adventure;Konami Digital Entertainment;0.31;0.01;0.03;0.06;0.4;93;4;9;257;"M;";;;
Metro: Last Light;PS3;2013;Action;Deep Silver;0.14;0.18;0.03;0.07;0.42;80;23;8.2;508;";";;;
Michael Jackson: The Experience;PS3;2011;Misc;Ubisoft;0.25;0.19;0;0.08;0.52;66;11;8.4;16;"E10+;";;;
Middle-Earth: Shadow of Mordor;PS3;2014;Action;Warner Bros. Interactive Entertainment;0.2;0.26;0.01;0.09;0.56;;;3.4;100;"M;";;;
Midnight Club: Los Angeles;PS3;2008;Racing;Take-Two Interactive;1.56;0.53;0.05;0.31;2.46;82;50;8.2;102;"T;";;;
MindJack;PS3;2011;Shooter;Square Enix;0.07;0.07;0;0.03;0.18;44;31;1.7;47;"M;";;;
Minecraft;PS3;2014;Misc;Sony Computer Entertainment;2.1;2.42;0;0.89;5.41;;;;;";";;;
Minecraft: Story Mode;PS3;2015;Adventure;Mojang;0.29;0.35;0;0.13;0.77;;;;;";";;;
Mini Ninjas;PS3;2009;Action;Eidos Interactive;0.14;0.15;0;0.06;0.34;73;37;8.7;62;"E10+;";;;
